execute time:-0.016000ms
execute result:
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
ccc,70.000000
