execute time :-0.043000
11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

0.000000,zzz,0.000000,pp

11.000000,aaa,90.000000,qq

22.000000,bbb,80.000000,ww

33.000000,ccc,70.000000,ee

44.000000,ddd,60.000000,rr

55.000000,eee,50.000000,tt

66.000000,fff,40.000000,yy

77.000000,ggg,30.000000,uu

88.000000,hhh,20.000000,ii

99.000000,iii,10.000000,oo

